ROC-AUC,Accuracy,BA,Specificity,Sensitivity,MCC,CM
0.8945324655118765,0.8137931034482758,0.8321945337620579,0.875,0.7893890675241158,0.612235681314649,"[[217  31]
 [131 491]]"
0.9075627528264703,0.8068965517241379,0.822522300591225,0.8588709677419355,0.7861736334405145,0.5949864625606297,"[[213  35]
 [133 489]]"
0.8744295197593611,0.7862068965517242,0.8019914946582305,0.8387096774193549,0.7652733118971061,0.5550335788225925,"[[208  40]
 [146 476]]"
0.8913140484643889,0.7896551724137931,0.7985274431057563,0.8192771084337349,0.7777777777777778,0.5524967354485497,"[[204  45]
 [138 483]]"
0.897910482509749,0.7919540229885057,0.8073550239605767,0.8433734939759037,0.7713365539452496,0.5660822977998685,"[[210  39]
 [142 479]]"
0.8867531895031635,0.7862068965517242,0.8032037651695882,0.842741935483871,0.7636655948553055,0.5567741453889639,"[[209  39]
 [147 475]]"
0.8842573384503682,0.7931034482758621,0.8031778342495592,0.8266129032258065,0.7797427652733119,0.5604262386674986,"[[205  43]
 [137 485]]"
0.9063569650451198,0.7965517241379311,0.8128630328804066,0.8508064516129032,0.77491961414791,0.5757952028312252,"[[211  37]
 [140 482]]"
0.8885914026476275,0.7804597701149425,0.7932890984226761,0.8232931726907631,0.7632850241545893,0.540175867683412,"[[205  44]
 [147 474]]"
0.9007689372627385,0.7942528735632184,0.8173854839648449,0.8714859437751004,0.7632850241545893,0.5816163129012859,"[[217  32]
 [147 474]]"
0.9088787470179441,0.8183908045977012,0.8293486152888705,0.8548387096774194,0.8038585209003215,0.6114363330560215,"[[212  36]
 [122 500]]"
0.8921533035992117,0.7816091954022989,0.7987760605746292,0.8387096774193549,0.7588424437299035,0.5481763960651167,"[[208  40]
 [150 472]]"
0.8764002696815681,0.7896551724137931,0.7983417176641427,0.8185483870967742,0.7781350482315113,0.5517724199440242,"[[203  45]
 [138 484]]"
0.8932800444935944,0.7850574712643679,0.8037269852356286,0.8473895582329317,0.7600644122383253,0.5574712955395756,"[[211  38]
 [149 472]]"
0.9018554087525626,0.8126436781609195,0.821847777583765,0.8433734939759037,0.8003220611916264,0.5982329855878766,"[[210  39]
 [124 497]]"
0.8990574110569443,0.7988505747126436,0.8168952909449227,0.8588709677419355,0.77491961414791,0.5826854717089938,"[[213  35]
 [140 482]]"
0.903802769422259,0.8218390804597702,0.8281233793174982,0.842741935483871,0.8135048231511254,0.6124184591427465,"[[209  39]
 [116 506]]"
0.8834210662794316,0.7850574712643679,0.797550824603257,0.8266129032258065,0.7684887459807074,0.5481262630484085,"[[205  43]
 [144 478]]"
0.8966364653460864,0.7942528735632184,0.8137768465165007,0.8594377510040161,0.7681159420289855,0.5763945549394272,"[[214  35]
 [144 477]]"
0.8946316667636729,0.7862068965517242,0.8129522922608308,0.8755020080321285,0.750402576489533,0.571637874821476,"[[218  31]
 [155 466]]"
0.9092417798983509,0.8195402298850575,0.8350015558552017,0.8709677419354839,0.7990353697749196,0.6195734897770017,"[[216  32]
 [125 497]]"
0.9045158697230578,0.8022988505747126,0.818094595996266,0.8548387096774194,0.7813504823151125,0.5862494469634331,"[[212  36]
 [136 486]]"
0.8744424852193757,0.7873563218390804,0.7858235660201224,0.782258064516129,0.7893890675241158,0.5334689294399623,"[[194  54]
 [131 491]]"
0.8862438481785434,0.764367816091954,0.7940457482102322,0.8634538152610441,0.7246376811594203,0.5350249562791789,"[[215  34]
 [171 450]]"
0.8972637732896158,0.803448275862069,0.8166094329006849,0.8473895582329317,0.785829307568438,0.5853656390989883,"[[211  38]
 [133 488]]"
0.8894175915361476,0.8114942528735632,0.826950005186184,0.8629032258064516,0.7909967845659164,0.6037543650433255,"[[214  34]
 [130 492]]"
0.9027201535110465,0.8126436781609195,0.8326029457525153,0.8790322580645161,0.7861736334405145,0.6121246695356258,"[[218  30]
 [133 489]]"
0.89409812260139,0.7977011494252874,0.8112423503785915,0.842741935483871,0.7797427652733119,0.5741773040541575,"[[209  39]
 [137 485]]"
0.8936745371178757,0.7896551724137931,0.8093533554507886,0.8554216867469879,0.7632850241545893,0.5677981352525412,"[[213  36]
 [147 474]]"
0.8816522127155968,0.7885057471264367,0.7977222901266903,0.8192771084337349,0.7761674718196457,0.5507245702023764,"[[204  45]
 [139 482]]"
0.8886202157452545,0.7942528735632184,0.7991326107250285,0.8104838709677419,0.7877813504823151,0.5556553883495476,"[[201  47]
 [132 490]]"
0.8921403381391971,0.7850574712643679,0.802399906648688,0.842741935483871,0.7620578778135049,0.5550599478962099,"[[209  39]
 [148 474]]"
0.8978775541956229,0.7908045977011494,0.8161173633440515,0.875,0.7572347266881029,0.5777282594157633,"[[217  31]
 [151 471]]"
0.9035562540015133,0.8149425287356322,0.8282696001396892,0.8594377510040161,0.7971014492753623,0.6081752497132976,"[[214  35]
 [126 495]]"
0.8890764345627276,0.7931034482758621,0.8057544186407466,0.8353413654618473,0.7761674718196457,0.5644592956185916,"[[208  41]
 [139 482]]"
0.8885489057151748,0.8057471264367816,0.8192939010476092,0.8508064516129032,0.7877813504823151,0.5899147887884119,"[[211  37]
 [132 490]]"
0.9017023648999066,0.7942528735632184,0.8197412094181101,0.8790322580645161,0.7604501607717041,0.5845647416697096,"[[218  30]
 [149 473]]"
0.8834145835494244,0.7793103448275862,0.7971683435328285,0.8387096774193549,0.7556270096463023,0.5447750803605147,"[[208  40]
 [152 470]]"
0.9029418802423865,0.803448275862069,0.8190151911995809,0.8554216867469879,0.782608695652174,0.5886565219087883,"[[213  36]
 [135 486]]"
0.8865607356964088,0.7977011494252874,0.8065692722581146,0.8273092369477911,0.785829307568438,0.568272948208215,"[[206  43]
 [133 488]]"
0.877858883933202,0.7942528735632184,0.791858987656882,0.7862903225806451,0.797427652733119,0.5461166427473275,"[[195  53]
 [126 496]]"
0.8970283165646719,0.7816091954022989,0.8012006015973447,0.8467741935483871,0.7556270096463023,0.5517225337034859,"[[210  38]
 [152 470]]"
0.8950381184524426,0.7965517241379311,0.8140753033917644,0.8548387096774194,0.7733118971061094,0.5775002707149178,"[[212  36]
 [141 481]]"
0.8990745591059891,0.8149425287356322,0.8330811167374813,0.8755020080321285,0.7906602254428341,0.614611395008823,"[[218  31]
 [130 491]]"
0.8990616249215865,0.8137931034482758,0.8262615680111751,0.8554216867469879,0.7971014492753623,0.6047756246902792,"[[213  36]
 [126 495]]"
0.899498236697438,0.803448275862069,0.824959807073955,0.875,0.77491961414791,0.5964690121163916,"[[217  31]
 [140 482]]"
0.8981303806659061,0.803448275862069,0.8140493724717353,0.8387096774193549,0.7893890675241158,0.581435907381475,"[[208  40]
 [131 491]]"
0.903498081111918,0.8057471264367816,0.8168693600248937,0.842741935483871,0.7909967845659164,0.5866568763293517,"[[209  39]
 [130 492]]"
0.8848792917240621,0.7896551724137931,0.8021360805541005,0.8313253012048193,0.7729468599033816,0.5575106741887466,"[[207  42]
 [141 480]]"
0.8858234871854567,0.7735632183908046,0.7908639388471761,0.8313253012048193,0.750402576489533,0.533432176746216,"[[207  42]
 [155 466]]"
